Position,PassRatio,EfgPct,ID,Name
PG,0.9748186086214256,0.4295212765957447,201565,Derrick Rose
SG,0.9846994535519126,0.43258426966292135,2430,Carlos Boozer
SF,0.989469420818145,0.47391304347826085,2736,Luol Deng
PF,0.9936247723132969,0.5869565217391305,2586,Keith Bogans
C,0.9900835073068893,0.4112903225806452,201149,Joakim Noah
