Position,PassRatio,Fg2Pct,ID,Name
PG,0.9839430708876927,0.46603260869565216,201144,Mike Conley
SG,0.989840106595603,0.4864864864864865,201970,Sam Young
SF,0.9857096459889575,0.5016181229773463,201589,Darrell Arthur
PF,0.9835906162635225,0.48551724137931035,200752,Rudy Gay
C,0.9850010273268954,0.5277777777777778,201188,Marc Gasol
