Position,PassRatio,Fg2Pct,ID,Name
PG,0.9868383942841027,0.49544626593806923,1626196,Josh Richardson
SG,0.9884661473936489,0.4401114206128134,1626159,Justise Winslow
SF,0.9817546583850931,0.5874125874125874,201949,James Johnson
PF,0.9876242265141572,0.5240963855421686,1628389,Bam Adebayo
C,0.9789005310750681,0.5898876404494382,203482,Kelly Olynyk
