Position,PassRatio,EfgPct,ID,Name
PG,0.9741641337386018,0.5071428571428571,1938,Manu Ginobili
SG,0.9758454106280193,0.46774193548387094,2225,Tony Parker
SF,0.9909774436090225,0.4838709677419355,2210,Richard Jefferson
PF,0.9773299748110831,0.4782608695652174,1495,Tim Duncan
C,0.9869888475836431,0.4166666666666667,686,Antonio McDyess
