Position,PassRatio,EfgPct,ID,Name
PG,0.9738069608898458,0.46622670807453415,201950,Jrue Holiday
SG,0.9905409399940881,0.508347245409015,2748,Dorell Wright
SF,0.9910224438902743,0.5318371607515657,201152,Thaddeus Young
PF,0.9882239846190819,0.48575949367088606,2863,Damien Wilkins
C,0.98451536643026,0.48273736128236744,201150,Spencer Hawes
