Position,PassRatio,EfgPct,ID,Name
PG,0.9790141532454856,0.45397489539748953,201952,Jeff Teague
SG,0.9930811808118081,0.5677966101694916,201960,DeMarre Carroll
SF,0.9897610921501706,0.5375939849624061,2594,Kyle Korver
PF,0.9877029021151008,0.5118483412322274,201143,Al Horford
C,0.993581514762516,0.43,203544,Pero Antic
