Position,PassRatio,Fg2Pct,ID,Name
PG,0.9848675914249685,0.41935483870967744,1626166,Cameron Payne
SG,0.9900289482148601,0.38738738738738737,203200,Justin Holiday
SF,0.9884765040407064,0.49595687331536387,1628021,David Nwaba
PF,0.9902080783353733,0.5,203943,Noah Vonleh
C,0.984400058317539,0.5356576862123613,201577,Robin Lopez
