Position,PassRatio,EfgPct,ID,Name
PG,0.9798674399337199,0.5011645962732919,203081,Damian Lillard
SG,0.988048245614035,0.5402227722772277,202083,Wesley Matthews
SF,0.9822860339362297,0.521608643457383,201587,Nicolas Batum
PF,0.9864660230929396,0.48482549317147194,200746,LaMarcus Aldridge
C,0.9893408744833587,0.5505415162454874,203086,Meyers Leonard
