Position,PassRatio,EfgPct,ID,Name
PG,0.9841185812599259,0.4180327868852459,201144,Mike Conley
SG,0.9916405433646813,0.4635416666666667,201970,Sam Young
SF,0.9858712715855573,0.45089285714285715,2216,Zach Randolph
PF,0.987527512839325,0.4626865671641791,201564,O.J. Mayo
C,0.9865284974093265,0.5106382978723404,201188,Marc Gasol
