Position,PassRatio,Fg2Pct,ID,Name
PG,0.9766688269604666,0.41363636363636364,1626144,Emmanuel Mudiay
SG,0.9879738562091503,0.515695067264574,203501,Tim Hardaway Jr.
SF,0.9785446361590397,0.5201109570041609,201563,Michael Beasley
PF,0.9820619677477804,0.5994550408719346,203124,Kyle O'Quinn
C,0.9834969994544462,0.5935302390998594,202683,Enes Kanter
