Position,PassRatio,EfgPct,ID,Name
PG,0.9840827695980899,0.4830917874396135,201588,George Hill
SG,0.9846827133479212,0.4166666666666667,201970,Sam Young
SF,0.9736657303370787,0.49097472924187724,202331,Paul George
PF,0.9822274881516587,0.46184738955823296,2561,David West
C,0.9828753484667463,0.5106382978723404,201579,Roy Hibbert
