Position,PassRatio,EfgPct,ID,Name
PG,0.9878787878787879,0.4722222222222222,101109,Raymond Felton
SG,0.98426435877262,0.38650306748466257,2747,JR Smith
SF,0.9821634062140391,0.4338709677419355,2546,Carmelo Anthony
PF,0.9912087912087912,0.58,2030,Kenyon Martin
C,0.991207034372502,0.5384615384615384,2199,Tyson Chandler
