Position,PassRatio,Fg2Pct,ID,Name
PG,0.9877300613496932,0.38181818181818183,202689,Kemba Walker
SG,0.9847222222222223,0.46938775510204084,202391,Jeremy Lin
SF,0.9976744186046511,0.23529411764705882,101107,Marvin Williams
PF,0.9948400412796697,0.40476190476190477,201584,Courtney Lee
C,0.9971910112359551,0.3103448275862069,1626163,Frank Kaminsky
