Position,PassRatio,EfgPct,ID,Name
PG,0.9792235545530096,0.44751908396946566,201565,Derrick Rose
SG,0.984540769930282,0.5180623973727422,202703,Nikola Mirotic
SF,0.9865361077111383,0.485024154589372,202710,Jimmy Butler
PF,0.9821058374249864,0.4814070351758794,2200,Pau Gasol
C,0.9793486894360603,0.38345864661654133,201149,Joakim Noah
