Position,PassRatio,EfgPct,ID,Name
PG,0.9899190216493141,0.4523809523809524,202340,Avery Bradley
SG,0.9884224067360543,0.5537330316742082,201568,Danilo Gallinari
SF,0.9861920445908284,0.5614035087719298,202699,Tobias Harris
PF,0.9788279330915897,0.47144112478031636,101150,Lou Williams
C,0.985594237695078,0.6165540540540541,1626149,Montrezl Harrell
