Position,PassRatio,EfgPct,ID,Name
PG,0.9717327459618208,0.5085034013605442,201935,James Harden
SG,0.9917355371900827,0.46706586826347307,201147,Corey Brewer
SF,0.9916485112563544,0.5284090909090909,2772,Trevor Ariza
PF,0.9839865149599663,0.5769230769230769,2730,Dwight Howard
C,0.9944237918215614,0.6774193548387096,203991,Clint Capela
