Position,PassRatio,EfgPct,ID,Name
PG,0.9774791136941519,0.5043352601156069,2225,Tony Parker
SG,0.9901136925358378,0.6415094339622641,201980,Danny Green
SF,0.9897598870056498,0.5753138075313807,202695,Kawhi Leonard
PF,0.9909533750869868,0.5228070175438596,1495,Tim Duncan
C,0.996078431372549,0.46153846153846156,201965,Jeff Ayres
