Position,PassRatio,EfgPct,ID,Name
PG,0.9818977350720659,0.5112826603325415,202689,Kemba Walker
SG,0.9912596962744455,0.4989785495403473,203087,Jeremy Lamb
SF,0.9878112303364934,0.5533807829181495,201587,Nicolas Batum
PF,0.9829160530191458,0.5440677966101695,1626195,Willy Hernangomez
C,0.9891234804862444,0.5705128205128205,202687,Bismack Biyombo
